Date,Pure Gold (24 k),Standard Gold (22 K)
2020-03-26,4315.0,4117.0
2020-03-27,4366.0,4168.0
2020-03-28,4399.0,4201.0
2020-03-29,4399.0,4201.0
2020-03-30,4417.0,4219.0
2020-03-31,4378.0,4180.0
2020-04-01,4365.0,4167.0
2020-04-02,4363.0,4165.0
2020-04-03,4430.0,4232.0
2020-04-04,4460.0,4262.0
2020-04-05,4460.0,4262.0
2020-04-06,4446.0,4248.0
2020-04-07,4498.0,4300.0
2020-04-08,4541.0,4343.0
2020-04-09,4566.0,4368.0
2020-04-10,4601.0,4403.0
2020-04-11,4601.0,4403.0
2020-04-12,4601.0,4403.0
2020-04-13,4638.0,4440.0
2020-04-14,4720.0,4522.0
2020-04-15,4725.0,4517.0
2020-04-16,4728.0,4520.0
2020-04-17,4687.0,4479.0
2020-04-18,4685.0,4477.0
2020-04-19,4685.0,4477.0
2020-04-20,4627.0,4419.0
2020-04-21,4677.0,4469.0
2020-04-22,4696.0,4488.0
2020-04-23,4740.0,4532.0
2020-04-24,4737.0,4529.0
2020-04-25,4717.0,4509.0
2020-04-26,4717.0,4509.0
2020-04-27,4682.0,4474.0
2020-04-28,4632.0,4424.0
2020-04-29,4650.0,4442.0
2020-04-30,4603.0,4395.0
2020-05-01,4549.0,4341.0
2020-05-02,4568.0,4360.0
2020-05-03,4568.0,4360.0
2020-05-04,4584.0,4375.0
2020-05-05,4600.0,4391.0
2020-05-06,4623.0,4414.0
2020-05-07,4591.0,4382.0
2020-05-08,4658.0,4449.0
2020-05-09,4661.0,4452.0
2020-05-10,4661.0,4452.0
2020-05-11,4667.0,4458.0
2020-05-12,4663.0,4454.0
2020-05-13,4652.0,4443.0
2020-05-14,4689.0,4465.0
2020-05-15,4725.0,4501.0
2020-05-16,4773.0,4546.0
2020-05-17,4773.0,4546.0
2020-05-18,4805.0,4578.0
2020-05-19,4708.0,4484.0
2020-05-20,4751.0,4524.0
2020-05-21,4712.0,4487.0
2020-05-22,4753.0,4528.0
2020-05-23,4771.0,4544.0
2020-05-24,4771.0,4544.0
2020-05-25,4771.0,4544.0
2020-05-26,4709.0,4485.0
2020-05-27,4653.0,4431.0
2020-05-28,4709.0,4485.0
2020-05-29,4700.0,4476.0
2020-05-30,4733.0,4508.0
2020-05-31,4733.0,4508.0
2020-06-01,4717.0,4491.0
2020-06-02,4724.0,4498.0
2020-06-03,4695.0,4472.0
2020-06-04,4695.0,4472.0
2020-06-05,4708.0,4484.0
2020-06-06,4657.0,4435.0
2020-06-07,4657.0,4435.0
2020-06-08,4669.0,4447.0
2020-06-09,4703.0,4479.0
2020-06-10,4723.0,4498.0
2020-06-11,4753.0,4526.0
2020-06-12,4761.0,4535.0
2020-06-13,4780.0,4552.0
2020-06-14,4780.0,4552.0
2020-06-15,4736.0,4509.0
2020-06-16,4780.0,4553.0
2020-06-17,4759.0,4532.0
2020-06-18,4785.0,4565.0
2020-06-19,4781.0,4553.0
2020-06-20,4836.0,4608.0
2020-06-21,4836.0,4608.0
2020-06-22,4841.0,4610.0
2020-06-23,4841.0,4610.0
2020-06-24,4891.0,4659.0
2020-06-25,4842.0,4611.0
2020-06-26,4841.0,4611.0
2020-06-27,4870.0,4640.0
2020-06-28,4870.0,4640.0
2020-06-29,4856.0,4624.0
2020-06-30,4862.0,4631.0
2020-07-01,4918.0,4684.0
2020-07-02,4856.0,4622.0
2020-07-03,4853.0,4622.0
2020-07-04,4853.0,4622.0
2020-07-05,4853.0,4622.0
2020-07-06,4853.0,4622.0
2020-07-07,4858.0,4626.0
2020-07-08,4926.0,4692.0
2020-07-09,4954.0,4718.0
2020-07-10,4941.0,4706.0
2020-07-11,4923.0,4689.0
2020-07-12,4923.0,4689.0
2020-07-13,4941.0,4706.0
2020-07-14,4932.0,4697.0
2020-07-15,4952.0,4716.0
2020-07-16,4942.0,4706.0
2020-07-17,4917.0,4683.0
2020-07-18,4938.0,4703.0
2020-07-19,4938.0,4703.0
2020-07-20,4937.0,4702.0
2020-07-21,4951.0,4717.0
2020-07-22,5012.0,4773.0
2020-07-23,5088.0,4847.0
2020-07-24,5129.0,4885.0
2020-07-25,5148.0,4904.0
2020-07-26,5148.0,4904.0
2020-07-27,5262.0,5013.0
2020-07-28,5289.0,5037.0
2020-07-29,5328.0,5075.0
2020-07-30,5348.0,5093.0
2020-07-31,5406.0,5150.0
2020-08-01,5456.0,5196.0
2020-08-02,5456.0,5196.0
2020-08-03,5458.0,5199.0
2020-08-04,5462.0,5202.0
2020-08-05,5589.0,5324.0
2020-08-06,5642.0,5374.0
2020-08-07,5687.0,5416.0
2020-08-08,5654.0,5385.0
2020-08-09,5654.0,5385.0
2020-08-10,5633.0,5365.0
2020-08-11,5504.0,5242.0
2020-08-12,5359.0,5104.0
2020-08-13,5330.0,5076.0
2020-08-14,5355.0,5100.0
2020-08-15,5355.0,5100.0
2020-08-16,5355.0,5100.0
2020-08-17,5328.0,5075.0
2020-08-18,5446.0,5187.0
2020-08-19,5424.0,5166.0
2020-08-20,5292.0,5040.0
2020-08-21,5283.0,5031.0
2020-08-22,5300.0,5048.0
2020-08-23,5300.0,5048.0
2020-08-24,5243.0,4993.0
2020-08-25,5167.0,4921.0
2020-08-26,5148.0,4903.0
2020-08-27,5184.0,4937.0
2020-08-28,5142.0,4897.0
2020-08-29,5173.0,4927.0
2020-08-30,5173.0,4927.0
2020-08-31,5195.0,4947.0
2020-09-01,5212.0,4964.0
2020-09-02,5157.0,4911.0
2020-09-03,5119.0,4875.0
2020-09-04,5123.0,4879.0
2020-09-05,5132.0,4888.0
2020-09-06,5132.0,4888.0
2020-09-07,5132.0,4888.0
2020-09-08,5135.0,4890.0
2020-09-09,5154.0,4909.0
2020-09-10,5166.0,4920.0
2020-09-11,5150.0,4905.0
2020-09-12,5145.0,4900.0
2020-09-13,5145.0,4900.0
2020-09-14,5162.0,4916.0
2020-09-15,5208.0,4960.0
2020-09-16,5194.0,4947.0
2020-09-17,5165.0,4919.0
2020-09-18,5189.0,4942.0
2020-09-19,5206.0,4958.0
2020-09-20,5206.0,4958.0
2020-09-21,5161.0,4915.0
2020-09-22,5093.0,4850.0
2020-09-23,5061.0,4820.0
2020-09-24,5002.0,4764.0
2020-09-25,5028.0,4789.0
2020-09-26,5019.0,4780.0
2020-09-27,5019.0,4780.0
2020-09-28,5079.0,4740.0
2020-09-29,5059.0,4818.0
2020-09-30,5049.0,4809.0
2020-10-01,5056.0,4815.0
2020-10-02,5112.0,4869.0
2020-10-03,5093.0,4850.0
2020-10-04,5093.0,4850.0
2020-10-05,5062.0,4821.0
2020-10-06,5103.0,4860.0
2020-10-07,5046.0,4806.0
2020-10-08,5051.0,4810.0
2020-10-09,5093.0,4850.0
2020-10-10,5125.0,4881.0
2020-10-11,5125.0,4881.0
2020-10-12,5128.0,4884.0
2020-10-13,5129.0,4885.0
2020-10-14,5078.0,4836.0
2020-10-15,5072.0,4830.0
2020-10-16,5106.0,4863.0
2020-10-17,5054.0,4680.0
2020-10-18,5054.0,4680.0
2020-10-19,5084.0,4709.0
2020-10-20,5058.0,4683.0
2020-10-21,5094.0,4717.0
2020-10-22,5098.0,4720.0
2020-10-23,5102.0,4724.0
2020-10-24,5100.0,4722.0
2020-10-25,5100.0,4722.0
2020-10-26,5101.0,4723.0
2020-10-27,5136.0,4756.0
2020-10-28,5148.0,4768.0
2020-10-29,5121.0,4741.0
2020-10-30,5114.0,4734.0
2020-10-31,5140.0,4760.0
2020-11-01,5140.0,4760.0
2020-11-02,5139.0,4759.0
2020-11-03,5150.0,4770.0
2020-11-04,5170.0,4790.0
2020-11-05,5190.0,4810.0
2020-11-06,5247.0,4867.0
2020-11-07,5264.0,4884.0
2020-11-08,5264.0,4884.0
2020-11-09,5302.0,4922.0
2020-11-10,5160.0,4780.0
2020-11-11,5144.0,4764.0
2020-11-12,5141.0,4761.0
2020-11-13,5163.0,4783.0
2020-11-14,5163.0,4783.0
2020-11-15,5163.0,4783.0
2020-11-16,5201.0,4821.0
2020-11-17,5184.0,4804.0
2020-11-18,5160.0,4780.0
2020-11-19,5120.0,4740.0
2020-11-20,5120.0,4740.0
2020-11-21,5140.0,4760.0
2020-11-22,5140.0,4760.0
2020-11-23,5128.0,4748.0
2020-11-24,5020.0,4640.0
2020-11-25,4994.0,4613.0
2020-11-26,4993.0,4613.0
2020-11-27,4969.0,4589.0
2020-11-28,4954.0,4574.0
2020-11-29,4954.0,4574.0
2020-11-30,4899.0,4519.0
2020-12-01,4906.0,4526.0
2020-12-02,4991.0,4611.0
2020-12-03,5036.0,4656.0
2020-12-04,5030.0,4650.0
2020-12-05,5032.0,4652.0
2020-12-06,5032.0,4652.0
2020-12-07,5016.0,4636.0
2020-12-08,5088.0,4708.0
2020-12-09,5064.0,4684.0
2020-12-10,5002.0,4622.0
2020-12-11,5012.0,4632.0
2020-12-12,5037.0,4657.0
2020-12-13,5037.0,4657.0
2020-12-14,4996.0,4611.0
2020-12-15,5038.0,4653.0
2020-12-16,5072.0,4688.0
2020-12-17,5092.0,4708.0
2020-12-18,5104.0,4720.0
2020-12-19,5128.0,4744.0
2020-12-20,5128.0,4744.0
2020-12-21,5153.0,4769.0
2020-12-22,5109.0,4725.0
2020-12-23,5099.0,4715.0
2020-12-24,5104.0,4720.0
2020-12-25,5111.0,4727.0
2020-12-26,5114.0,4730.0
2020-12-27,5114.0,4730.0
2020-12-28,5112.0,4728.0
2020-12-29,5102.0,4718.0
2020-12-30,5096.0,4712.0
2020-12-31,5110.0,4726.0
2021-01-01,5119.0,4735.0
2021-01-02,5132.0,4748.0
2021-01-03,5132.0,4748.0
2021-01-04,5199.0,4815.0
2021-01-05,5240.0,4856.0
2021-01-06,5269.0,4885.0
2021-01-07,5189.0,4805.0
2021-01-08,5138.0,4754.0
2021-01-09,5084.0,4700.0
2021-01-10,5084.0,4700.0
2021-01-11,5064.0,4680.0
2021-01-12,5064.0,4680.0
2021-01-13,5046.0,4662.0
2021-01-14,5046.0,4662.0
2021-01-15,5040.0,4656.0
2021-01-16,4992.0,4608.0
2021-01-17,4992.0,4608.0
2021-01-18,4997.0,4613.0
2021-01-19,5016.0,4632.0
2021-01-20,5035.0,4651.0
2021-01-21,5059.0,4675.0
2021-01-22,5044.0,4660.0
2021-01-23,5039.0,4655.0
2021-01-24,5039.0,4655.0
2021-01-25,5020.0,4636.0
2021-01-26,5020.0,4636.0
2021-01-27,5001.0,4617.0
2021-01-28,5002.0,4618.0
2021-01-29,5022.0,4638.0
2021-01-30,5039.0,4655.0
2021-01-31,5039.0,4655.0
2021-02-01,5009.0,4625.0
2021-02-02,4949.0,4565.0
2021-02-03,4913.0,4529.0
2021-02-04,4867.0,4483.0
2021-02-05,4839.0,4455.0
2021-02-06,4853.0,4469.0
2021-02-07,4853.0,4469.0
2021-02-08,4849.0,4465.0
2021-02-09,4921.0,4537.0
2021-02-10,4906.0,4522.0
2021-02-11,4769.0,4385.0
2021-02-12,4850.0,4466.0
2021-02-13,4852.0,4468.0
2021-02-14,4852.0,4468.0
2021-02-15,4841.0,4457.0
2021-02-16,4848.0,4464.0
2021-02-17,4778.0,4394.0
2021-02-18,4769.0,4385.0
2021-02-19,4732.0,4348.0
2021-02-20,4760.0,4376.0
2021-02-21,4760.0,4376.0
2021-02-22,4779.0,4395.0
2021-02-23,4798.0,4414.0
2021-02-24,4797.0,4413.0
2021-02-25,4756.0,4372.0
2021-02-26,4747.0,4363.0
2021-02-27,4715.0,4331.0
2021-02-28,4715.0,4331.0
2021-03-01,4726.0,4342.0
2021-03-02,4674.0,4286.0
2021-03-03,4655.0,4264.0
2021-03-04,4608.0,4217.0
2021-03-05,4575.0,4184.0
2021-03-06,4607.0,4216.0
2021-03-07,4607.0,4216.0
2021-03-08,4584.0,4193.0
2021-03-09,4595.0,4204.0
2021-03-10,4598.0,4207.0
2021-03-11,4641.0,4250.0
2021-03-12,4571.0,4180.0
2021-03-13,4621.0,4230.0
2021-03-14,4621.0,4230.0
2021-03-15,4620.0,4229.0
2021-03-16,4618.0,4227.0
2021-03-17,4628.0,4237.0
2021-03-18,4631.0,4240.0
2021-03-19,4640.0,4249.0
2021-03-20,4641.0,4250.0
2021-03-21,4641.0,4250.0
2021-03-22,4603.0,4212.0
2021-03-23,4619.0,4228.0
2021-03-24,4623.0,4232.0
2021-03-25,4621.0,4230.0
2021-03-26,4607.0,4216.0
2021-03-27,4591.0,4232.0
2021-03-28,4591.0,4232.0
2021-03-29,4592.0,4233.0
2021-03-30,4561.0,4202.0
2021-03-31,4521.0,4162.0
2021-04-01,4597.0,4238.0
2021-04-02,4626.0,4267.0
2021-04-03,4636.0,4277.0
2021-04-04,4636.0,4277.0
2021-04-05,4617.0,4258.0
2021-04-06,4617.0,4258.0
2021-04-07,4693.0,4334.0
2021-04-08,4724.0,4365.0
2021-04-09,4739.0,4380.0
2021-04-10,4733.0,4374.0
2021-04-11,4733.0,4374.0
2021-04-12,4739.0,4380.0
2021-04-13,4739.0,4380.0
2021-04-14,4739.0,4380.0
2021-04-15,4739.0,4380.0
2021-04-16,4778.0,4419.0
2021-04-17,4811.0,4452.0
2021-04-18,4811.0,4452.0
2021-04-19,4854.0,4495.0
2021-04-20,4806.0,4447.0
2021-04-21,4870.0,4511.0
2021-04-22,4866.0,4507.0
2021-04-23,4854.0,4495.0
2021-04-24,4836.0,4477.0
2021-04-25,4836.0,4477.0
2021-04-26,4829.0,4470.0
2021-04-27,4824.0,4465.0
2021-04-28,4789.0,4430.0
2021-04-29,4784.0,4425.0
2021-04-30,4769.0,4410.0
2021-05-01,4769.0,4410.0
2021-05-02,4769.0,4410.0
2021-05-03,4781.0,4422.0
2021-05-04,4794.0,4435.0
2021-05-05,4774.0,4415.0
2021-05-06,4809.0,4450.0
2021-05-07,4855.0,4496.0
2021-05-08,4869.0,4510.0
2021-05-09,4869.0,4510.0
2021-05-10,4879.0,4520.0
2021-05-11,4879.0,4520.0
2021-05-12,4869.0,4510.0
2021-05-13,4855.0,4496.0
2021-05-14,4866.0,4507.0
2021-05-15,4879.0,4520.0
2021-05-16,4879.0,4520.0
2021-05-17,4914.0,4555.0
2021-05-18,4934.0,4575.0
2021-05-19,4929.0,4570.0
2021-05-20,4947.0,4588.0
2021-05-21,4947.0,4588.0
2021-05-22,4949.0,4590.0
2021-05-23,4957.0,4598.0
2021-05-24,4953.0,4594.0
2021-05-25,4961.0,4602.0
2021-05-26,5011.0,4652.0
2021-05-27,4969.0,4610.0
2021-05-28,4956.0,4597.0
2021-05-29,4970.0,4611.0
2021-05-30,4970.0,4611.0
2021-05-31,4987.0,4628.0
2021-06-01,5017.0,4658.0
2021-06-02,5006.0,4647.0
2021-06-03,4984.0,4625.0
2021-06-04,4944.0,4585.0
2021-06-05,4974.0,4615.0
2021-06-06,4974.0,4615.0
2021-06-07,4971.0,4612.0
2021-06-08,4979.0,4620.0
2021-06-09,4980.0,4621.0
2021-06-10,4966.0,4607.0
2021-06-11,4994.0,4635.0
2021-06-12,4964.0,4605.0
2021-06-13,4964.0,4605.0
2021-06-14,4924.0,4565.0
2021-06-15,4944.0,4585.0
2021-06-16,4936.0,4577.0
2021-06-17,4859.0,4500.0
2021-06-18,4819.0,4460.0
2021-06-19,4789.0,4430.0
2021-06-20,4789.0,4430.0
2021-06-21,4809.0,4450.0
2021-06-22,4799.0,4440.0
2021-06-23,4814.0,4455.0
2021-06-24,4809.0,4450.0
2021-06-25,4809.0,4450.0
2021-06-26,4804.0,4445.0
2021-06-27,4804.0,4445.0
2021-06-28,4799.0,4440.0
2021-06-29,4789.0,4430.0
2021-06-30,4765.0,4406.0
2021-07-01,4804.0,4445.0
2021-07-02,4839.0,4480.0
2021-07-03,4844.0,4485.0
2021-07-04,4844.0,4485.0
2021-07-05,4832.0,4473.0
2021-07-06,4870.0,4520.0
2021-07-07,4870.0,4520.0
2021-07-08,4900.0,4550.0
2021-07-09,4875.0,4515.0
2021-07-10,4885.0,4525.0
2021-07-11,4885.0,4525.0
2021-07-12,4867.0,4507.0
2021-07-13,4878.0,4518.0
2021-07-14,4891.0,4537.0
2021-07-15,4929.0,4575.0
2021-07-16,4914.0,4560.0
2021-07-17,4896.0,4542.0
2021-07-18,4896.0,4542.0
2021-07-19,4888.0,4534.0
2021-07-20,4898.0,4544.0
2021-07-21,4884.0,4530.0
2021-07-22,4854.0,4490.0
2021-07-23,4875.0,4511.0
2021-07-24,4874.0,4510.0
2021-07-25,4874.0,4510.0
2021-07-26,4889.0,4525.0
2021-07-27,4866.0,4502.0
2021-07-28,4871.0,4507.0
2021-07-29,4905.0,4541.0
2021-07-30,4933.0,4569.0
2021-07-31,4912.0,4548.0
2021-08-01,4912.0,4548.0
2021-08-02,4887.0,4523.0
2021-08-03,4891.0,4527.0
2021-08-04,4895.0,4531.0
2021-08-05,4887.0,4523.0
2021-08-06,4865.0,4501.0
2021-08-07,4804.0,4440.0
2021-08-08,4804.0,4440.0
2021-08-09,4755.0,4391.0
2021-08-10,4727.0,4363.0
2021-08-11,4732.0,4368.0
2021-08-12,4759.0,4395.0
2021-08-13,4759.0,4395.0
2021-08-14,4799.0,4435.0
2021-08-15,4799.0,4435.0
2021-08-16,4792.0,4428.0
2021-08-17,4841.0,4477.0
2021-08-18,4828.0,4464.0
2021-08-19,4828.0,4464.0
2021-08-20,4824.0,4460.0
2021-08-21,4829.0,4465.0
2021-08-22,4829.0,4465.0
2021-08-23,4822.0,4458.0
2021-08-24,4849.0,4485.0
2021-08-25,4838.0,4474.0
2021-08-26,4814.0,4450.0
2021-08-27,4823.0,4459.0
2021-08-28,4871.0,4507.0
2021-08-29,4871.0,4507.0
2021-08-30,4830.0,4466.0
2021-08-31,4818.0,4454.0
2021-09-01,4816.0,4452.0
2021-09-02,4819.0,4455.0
2021-09-03,4816.0,4452.0
2021-09-04,4860.0,4496.0
2021-09-05,4860.0,4496.0
2021-09-06,4843.0,4479.0
2021-09-07,4836.0,4472.0
2021-09-08,4814.0,4450.0
2021-09-09,4797.0,4433.0
2021-09-10,4815.0,4451.0
2021-09-11,4804.0,4440.0
2021-09-12,4804.0,4440.0
2021-09-13,4798.0,4434.0
2021-09-14,4798.0,4434.0
2021-09-15,4816.0,4452.0
2021-09-16,4779.0,4415.0
2021-09-17,4735.0,4371.0
2021-09-18,4733.0,4369.0
2021-09-19,4733.0,4369.0
2021-09-20,4724.0,4360.0
2021-09-21,4735.0,4371.0
2021-09-22,4777.0,4413.0
2021-09-23,4747.0,4383.0
2021-09-24,4726.0,4362.0
2021-09-25,4728.0,4364.0
2021-09-26,4728.0,4364.0
2021-09-27,4715.0,4351.0
2021-09-28,4717.0,4353.0
2021-09-29,4713.0,4349.0
2021-09-30,4700.0,4336.0
2021-10-01,4732.0,4368.0
2021-10-02,4751.0,4387.0
2021-10-03,4751.0,4387.0
2021-10-04,4737.0,4373.0
2021-10-05,4753.0,4389.0
2021-10-06,4751.0,4387.0
2021-10-07,4772.0,4408.0
2021-10-08,4777.0,4413.0
2021-10-09,4802.0,4438.0
2021-10-10,4802.0,4438.0
2021-10-11,4790.0,4426.0
2021-10-12,4811.0,4447.0
2021-10-13,4818.0,4454.0
2021-10-14,4891.0,4527.0
2021-10-15,4879.0,4515.0
2021-10-16,4829.0,4465.0
2021-10-17,4829.0,4465.0
2021-10-18,4820.0,4456.0
2021-10-19,4848.0,4484.0
2021-10-20,4833.0,4469.0
2021-10-21,4846.0,4482.0
2021-10-22,4851.0,4487.0
2021-10-23,4879.0,4515.0
2021-10-24,4879.0,4515.0
2021-10-25,4892.0,4528.0
2021-10-26,4900.0,4536.0
2021-10-27,4864.0,4500.0
2021-10-28,4886.0,4522.0
2021-10-29,4872.0,4508.0
2021-10-30,4870.0,4506.0
2021-10-31,4870.0,4506.0
2021-11-01,4857.0,4493.0
2021-11-02,4867.0,4503.0
2021-11-03,4833.0,4469.0
2021-11-04,4811.0,4447.0
2021-11-05,4869.0,4505.0
2021-11-06,4905.0,4541.0
2021-11-07,4905.0,4541.0
2021-11-08,4878.0,4514.0
2021-11-09,4897.0,4533.0
2021-11-10,4918.0,4554.0
2021-11-11,5010.0,4646.0
2021-11-12,4986.0,4622.0
2021-11-13,5019.0,4655.0
2021-11-14,5019.0,4655.0
2021-11-15,5000.0,4636.0
2021-11-16,5023.0,4659.0
2021-11-17,4992.0,4628.0
2021-11-18,4999.0,4635.0
2021-11-19,4993.0,4629.0
2021-11-20,4986.0,4622.0
2021-11-21,4986.0,4622.0
2021-11-22,4977.0,4613.0
2021-11-23,4881.0,4517.0
2021-11-24,4854.0,4490.0
2021-11-25,4860.0,4496.0
2021-11-26,4906.0,4542.0
2021-11-27,4888.0,4524.0
2021-11-28,4888.0,4524.0
2021-11-29,4895.0,4531.0
2021-11-30,4892.0,4528.0
2021-12-01,4852.0,4488.0
2021-12-02,4831.0,4467.0
2021-12-03,4832.0,4468.0
2021-12-04,4875.0,4511.0
2021-12-05,4875.0,4511.0
2021-12-06,4872.0,4508.0
2021-12-07,4878.0,4514.0
2021-12-08,4894.0,4530.0
2021-12-09,4879.0,4515.0
2021-12-10,4872.0,4508.0
2021-12-11,4904.0,4538.0
2021-12-12,4904.0,4538.0
2021-12-13,4901.0,4535.0
2021-12-14,4908.0,4542.0
2021-12-15,4881.0,4515.0
2021-12-16,4922.0,4556.0
2021-12-17,4964.0,4598.0
2021-12-18,4962.0,4596.0
2021-12-19,4962.0,4596.0
2021-12-20,4940.0,4574.0
2021-12-21,4914.0,4548.0
2021-12-22,4894.0,4528.0
2021-12-23,4918.0,4552.0
2021-12-24,4917.0,4551.0
2021-12-25,4919.0,4553.0
2021-12-26,4919.0,4553.0
2021-12-27,4902.0,4536.0
2021-12-28,4910.0,4544.0
2021-12-29,4889.0,4523.0
2021-12-30,4868.0,4502.0
2021-12-31,4885.0,4519.0
